timestamp,simple-path,time
"2022-05-22 14:59:03.195","/master/welcome",5710
"2022-05-22 14:59:03.739","/master/welcome",470
"2022-05-22 14:59:06.552","/master/sign-in",2720
"2022-05-22 14:59:07.912","/master/welcome",586
"2022-05-22 14:59:09.185","/administrator/configuration/show",1095
"2022-05-22 14:59:10.028","/master/welcome",426
"2022-05-22 14:59:10.668","/master/welcome",569
"2022-05-22 14:59:14.701","/master/welcome",321
"2022-05-22 14:59:15.073","/master/welcome",317
"2022-05-22 14:59:15.706","/master/sign-in",561
"2022-05-22 14:59:17.02","/master/welcome",578
"2022-05-22 14:59:17.726","/administrator/configuration/show",553
"2022-05-22 14:59:19.11","/administrator/configuration/update",559
"2022-05-22 14:59:19.791","/master/welcome",330
"2022-05-22 14:59:20.417","/master/welcome",563
"2022-05-22 14:59:22.853","/master/welcome",326
"2022-05-22 14:59:23.2","/master/welcome",316
"2022-05-22 14:59:23.826","/master/sign-in",565
"2022-05-22 14:59:25.116","/master/welcome",565
"2022-05-22 14:59:25.83","/administrator/configuration/show",557
"2022-05-22 14:59:27.306","/administrator/configuration/update",551
"2022-05-22 14:59:27.783","/master/welcome",429
"2022-05-22 14:59:28.41","/master/welcome",562
"2022-05-22 14:59:30.829","/master/welcome",329
"2022-05-22 14:59:31.199","/master/welcome",322
"2022-05-22 14:59:31.843","/master/sign-in",575
"2022-05-22 14:59:33.093","/master/welcome",562
"2022-05-22 14:59:33.806","/administrator/configuration/show",562
"2022-05-22 14:59:35.31","/administrator/configuration/update",566
"2022-05-22 14:59:35.69","/master/welcome",326
"2022-05-22 14:59:36.324","/master/welcome",568
"2022-05-22 14:59:38.704","/master/welcome",298
"2022-05-22 14:59:39.05","/master/welcome",309
"2022-05-22 14:59:39.674","/master/sign-in",561
"2022-05-22 14:59:40.94","/master/welcome",566
"2022-05-22 14:59:41.654","/administrator/configuration/show",557
"2022-05-22 14:59:43.09","/administrator/configuration/update",546
"2022-05-22 14:59:43.466","/master/welcome",333
"2022-05-22 14:59:44.111","/master/welcome",567
"2022-05-22 14:59:46.493","/master/welcome",299
"2022-05-22 14:59:46.852","/master/welcome",314
"2022-05-22 14:59:47.503","/master/sign-in",577
"2022-05-22 14:59:48.78","/master/welcome",573
"2022-05-22 14:59:49.516","/administrator/configuration/show",570
"2022-05-22 14:59:51.184","/administrator/configuration/update",634
"2022-05-22 14:59:51.81","/master/welcome",451
"2022-05-22 14:59:52.572","/master/welcome",570
"2022-05-22 14:59:54.959","/master/welcome",287
"2022-05-22 14:59:55.303","/master/welcome",299
"2022-05-22 14:59:55.944","/master/sign-in",577
"2022-05-22 14:59:57.199","/master/welcome",567
"2022-05-22 14:59:57.934","/administrator/configuration/show",567
"2022-05-22 14:59:59.525","/administrator/configuration/update",581
"2022-05-22 14:59:59.908","/master/welcome",328
"2022-05-22 15:00:00.55","/master/welcome",579
"2022-05-22 15:00:02.985","/master/welcome",342
"2022-05-22 15:00:03.348","/master/welcome",326
"2022-05-22 15:00:03.986","/master/sign-in",572
"2022-05-22 15:00:05.25","/master/welcome",569
"2022-05-22 15:00:06.001","/administrator/configuration/show",572
"2022-05-22 15:00:07.54","/administrator/configuration/update",579
"2022-05-22 15:00:07.931","/master/welcome",339
"2022-05-22 15:00:08.548","/master/welcome",560
"2022-05-22 15:00:10.951","/master/welcome",317
"2022-05-22 15:00:11.296","/master/welcome",319
"2022-05-22 15:00:11.937","/master/sign-in",577
"2022-05-22 15:00:13.212","/master/welcome",576
"2022-05-22 15:00:13.915","/administrator/configuration/update",632
"2022-05-22 15:00:14.345","/master/welcome",374
"2022-05-22 15:00:14.973","/master/welcome",565
"2022-05-22 15:00:17.309","/master/welcome",267
"2022-05-22 15:00:17.944","/master/sign-in",571
"2022-05-22 15:00:19.213","/master/welcome",581
"2022-05-22 15:00:19.616","/administrator/configuration/update",338
"2022-05-22 15:00:19.97","/master/welcome",315
"2022-05-22 15:00:20.59","/master/welcome",558
"2022-05-22 15:00:22.988","/administrator/configuration/update",326
"2022-05-22 15:00:25.353","/master/welcome",300
"2022-05-22 15:00:26.588","/any/chirp/list-recent",1107
"2022-05-22 15:00:31.078","/master/welcome",300
"2022-05-22 15:00:31.756","/any/chirp/list-recent",552
"2022-05-22 15:00:32.921","/any/chirp/create",1096
"2022-05-22 15:00:35.386","/any/chirp/list-recent",561
"2022-05-22 15:00:36.081","/any/chirp/list-recent",569
"2022-05-22 15:00:36.648","/master/welcome",299
"2022-05-22 15:00:37.384","/any/chirp/list-recent",566
"2022-05-22 15:00:38.031","/any/chirp/create",564
"2022-05-22 15:00:39.465","/any/chirp/create",567
"2022-05-22 15:00:39.839","/master/welcome",314
"2022-05-22 15:00:40.525","/any/chirp/list-recent",560
"2022-05-22 15:00:41.161","/any/chirp/create",561
"2022-05-22 15:00:42.642","/any/chirp/create",559
"2022-05-22 15:00:43.007","/master/welcome",302
"2022-05-22 15:00:43.698","/any/chirp/list-recent",565
"2022-05-22 15:00:44.345","/any/chirp/create",561
"2022-05-22 15:00:45.8","/any/chirp/create",585
"2022-05-22 15:00:46.193","/master/welcome",323
"2022-05-22 15:00:46.9","/any/chirp/list-recent",566
"2022-05-22 15:00:47.564","/any/chirp/create",580
"2022-05-22 15:00:49.091","/any/chirp/create",567
"2022-05-22 15:00:49.494","/master/welcome",332
"2022-05-22 15:00:50.18","/any/chirp/list-recent",562
"2022-05-22 15:00:50.822","/any/chirp/create",567
"2022-05-22 15:00:52.341","/any/chirp/create",574
"2022-05-22 15:00:52.715","/master/welcome",301
"2022-05-22 15:00:53.465","/any/chirp/list-recent",587
"2022-05-22 15:00:54.138","/any/chirp/create",595
"2022-05-22 15:00:55.759","/any/chirp/create",578
"2022-05-22 15:00:56.111","/master/welcome",284
"2022-05-22 15:00:56.828","/any/chirp/list-recent",572
"2022-05-22 15:00:57.486","/any/chirp/create",574
"2022-05-22 15:00:58.713","/any/chirp/create",563
"2022-05-22 15:00:59.089","/master/welcome",321
"2022-05-22 15:01:00.824","/master/welcome",280
"2022-05-22 15:01:01.507","/any/toolkit/list",555
"2022-05-22 15:01:02.856","/any/toolkit/show",1096
"2022-05-22 15:01:03.268","/master/welcome",311
"2022-05-22 15:01:03.982","/any/toolkit/list",580
"2022-05-22 15:01:04.816","/any/toolkit/show",565
"2022-05-22 15:01:05.252","/master/welcome",329
"2022-05-22 15:01:05.943","/any/toolkit/list",564
"2022-05-22 15:01:06.749","/any/toolkit/show",562
"2022-05-22 15:01:09.461","/master/welcome",582
"2022-05-22 15:01:10.733","/any/toolkit/list",606
"2022-05-22 15:01:11.556","/master/welcome",545
"2022-05-22 15:01:12.793","/any/toolkit/list",563
"2022-05-22 15:01:13.442","/master/welcome",346
"2022-05-22 15:01:14.146","/any/toolkit/list",561
"2022-05-22 15:01:16.658","/master/welcome",365
"2022-05-22 15:01:17.907","/any/user-account/list",569
"2022-05-22 15:01:18.986","/master/welcome",528
"2022-05-22 15:01:19.689","/any/user-account/list",588
"2022-05-22 15:01:20.802","/master/welcome",559
"2022-05-22 15:01:22.018","/any/user-account/list",553
"2022-05-22 15:01:23.117","/master/welcome",550
"2022-05-22 15:01:23.823","/any/user-account/list",565
"2022-05-22 15:01:26.326","/master/welcome",566
"2022-05-22 15:01:27.036","/any/user-account/list",570
"2022-05-22 15:01:28.368","/any/user-account/show",570
"2022-05-22 15:01:29.225","/master/welcome",551
"2022-05-22 15:01:29.945","/any/user-account/list",571
"2022-05-22 15:01:30.74","/any/user-account/show",565
"2022-05-22 15:01:31.576","/master/welcome",532
"2022-05-22 15:01:32.26","/any/user-account/list",554
"2022-05-22 15:01:33.62","/any/user-account/show",571
"2022-05-22 15:01:34.466","/master/welcome",551
"2022-05-22 15:01:35.191","/any/user-account/list",597
"2022-05-22 15:01:35.984","/any/user-account/show",564
"2022-05-22 15:01:37.936","/master/welcome",295
"2022-05-22 15:01:38.572","/master/welcome",589
"2022-05-22 15:01:39.202","/master/sign-in",570
"2022-05-22 15:01:41.005","/master/welcome",577
"2022-05-22 15:01:42.258","/inventor/toolkit/list-mine-toolkits",569
"2022-05-22 15:01:43.603","/inventor/toolkit/show",564
"2022-05-22 15:01:44.265","/master/welcome",545
"2022-05-22 15:01:44.838","/master/welcome",542
"2022-05-22 15:01:45.463","/master/sign-in",563
"2022-05-22 15:01:47.216","/master/welcome",573
"2022-05-22 15:01:47.943","/inventor/toolkit/list-mine-toolkits",564
"2022-05-22 15:01:49.309","/inventor/toolkit/show",1097
"2022-05-22 15:01:49.746","/master/welcome",314
"2022-05-22 15:01:50.309","/master/welcome",533
"2022-05-22 15:01:50.931","/master/sign-in",561
"2022-05-22 15:01:52.66","/master/welcome",548
"2022-05-22 15:01:53.889","/inventor/toolkit/list-mine-toolkits",550
"2022-05-22 15:01:55.235","/inventor/toolkit/show",570
"2022-05-22 15:01:56.189","/master/welcome",529
"2022-05-22 15:01:56.827","/master/welcome",576
"2022-05-22 15:02:00.594","/master/welcome",326
"2022-05-22 15:02:01.166","/master/welcome",542
"2022-05-22 15:02:01.787","/master/sign-in",562
"2022-05-22 15:02:03.547","/master/welcome",562
"2022-05-22 15:02:04.805","/inventor/toolkit/list-mine-toolkits",565
"2022-05-22 15:02:05.408","/master/welcome",310
"2022-05-22 15:02:06.005","/master/welcome",556
"2022-05-22 15:02:06.661","/master/sign-in",591
"2022-05-22 15:02:08.411","/master/welcome",574
"2022-05-22 15:02:09.667","/inventor/toolkit/list-mine-toolkits",567
"2022-05-22 15:02:10.312","/master/welcome",369
"2022-05-22 15:02:10.856","/master/welcome",514
"2022-05-22 15:02:11.479","/master/sign-in",565
"2022-05-22 15:02:13.224","/master/welcome",578
